model	abbreviation	officialName	equation	GENE ASSOCIATION	lowbnd	uppbnd	obj_coef	COMPARTMENT	SUBSYSTEM
iFap484	ACt2rpp	acetate reversible transport via proton symport (periplasm)	Acetate_C2H4O2[e] => Acetate_C2H4O2[c]	NA	0	1000	0	NA	Transporter
iFap484	ACtex	Acetate transport via diffusion (extracellular to periplasm)	=> Acetate_C2H4O2[e]	NA	0	1000	0	NA	Exchange
iFap484	CO2tpp	CO2 transporter via diffusion (periplasm)	CO2_CO2[e] <=> CO2_CO2[c]	NA	-1000	1000	0	NA	Transporter
iFap484	CO2tex	CO2 transport via diffusion (extracellular to periplasm)	CO2_CO2[e] =>	NA	0	1000	0	NA	Exchange
iFap484	Ex_Butyrate_1	Butyrate	H+_[c] + Butyrate_C4H8O2[c] => H+_[e] + Butyrate_C4H8O2[e]	NA	0	1000	0	NA	Transporter
iFap484	Ex_Butyrate	Butyrate	Butyrate_C4H8O2[e] =>	NA	0	1000	0	NA	Exchange
iFap484	LACt2rpp	L-lactate reversible transport via proton symport (periplasm)	H+_[e] + L-Lactate_C3H5O3[e] <=> H+_[c] + L-Lactate_C3H5O3[c]	NA	-1000	1000	0	NA	Transporter
iFap484	LACtex	L-lactate transport via diffusion (extracellular to periplasm)	L-Lactate_C3H5O3[e] =>	NA	0	1000	0	NA	Exchange
iFap484	SUCCt3pp	succinate transport out via proton antiport (periplasm)	Succinate_C4H6O4[c] => Succinate_C4H6O4[e]	NA	0	1000	0	NA	Transporter
iFap484	SUCCtex	succinate transport via diffusion (extracellular to periplasm)	Succinate_C4H6O4[e] <=>	NA	-1000	1000	0	NA	Exchange
iFap484	FORtex	formate transport via diffusion (extracellular to periplasm)	Formate_CH2O2[e] =>	NA	0	1000	0	NA	Exchange
iFap484	FORtppi	formate transport via diffusion (cytoplasm to periplasm)	H+_[c] + Formate_CH2O2[c] => H+_[e] + Formate_CH2O2[e]	NA	0	1000	0	NA	Transporter
iFap484	EXGlucoaldehyde_e	EXGlucoaldehyde	Glycolaldehyde_C2H4O2[c] <=> Glycolaldehyde_C2H4O2[e]	NA	-1000	1000	0	NA	Transporter
iFap484	EX_Glucoaldehyde	EX Glucoaldehyde	Glycolaldehyde_C2H4O2[e] <=>	NA	-1000	1000	0	NA	Exchange
iFap484	H2St1pp	h2s transport (periplasm)	Hydrogen sulfide_H2S[e] <=>	NA	-1000	1000	0	NA	Exchange
iFap484	H2Stex	h2s transport via diffusion (extracellular to periplasm)	Hydrogen sulfide_H2S[e] <=> Hydrogen sulfide_H2S[c]	NA	-1000	1000	0	NA	Transporter
iFap484	METtex	L-methionine transport via diffusion (extracellular to periplasm)	<=> L-Methionine_C5H11NO2S[e]	NA	-1000	1000	0	NA	Exchange
iFap484	METabcpp	L-methionine transport via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Methionine_C5H11NO2S[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Methionine_C5H11NO2S[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	VALtex	L-valine transport via diffusion (extracellular to periplasm)	<=> L-Valine_C5H11NO2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	VALabcpp	L-valine transport via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Valine_C5H11NO2[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Valine_C5H11NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	VALt4pp	L-valine transport via ABC system (periplasm)	H+_[e] + L-Valine_C5H11NO2[c] => H+_[c] + L-Valine_C5H11NO2[e]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	ILEtex	L-isoleucine transport via diffusion (extracellular to periplasm)	<=> L-Isoleucine_C6H13NO2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	ILEabcpp	L-isoleucine transport via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Isoleucine_C6H13NO2[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Isoleucine_C6H13NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	ILEt4pp	L-isoleucine transport via ABC system (periplasm)	H+_[e] + L-Isoleucine_C6H13NO2[c] => H+_[c] + L-Isoleucine_C6H13NO2[e]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	LEUtex	L-leucine transport via diffusion (extracellular to periplasm)	<=> L-Leucine_C6H13NO2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	LEUabcpp	L-leucine transport via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Leucine_C6H13NO2[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Leucine_C6H13NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	LEUt4pp	L-leucine transport via ABC system (periplasm)	H+_[e] + L-Leucine_C6H13NO2[c] => H+_[c] + L-Leucine_C6H13NO2[e]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	THRtex	L-threonine transport via diffusion (extracellular to periplasm)	<=> L-Threonine_C4H9NO3[e]	NA	-1000	1000	0	NA	Exchange
iFap484	THRabcpp	L-threonine transport via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Threonine_C4H9NO3[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Threonine_C4H9NO3[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	THRt4pp	L-threonine  via sodium symport (periplasm)	L-Threonine_C4H9NO3[e] + Sodium_Na[e] => L-Threonine_C4H9NO3[c] + Sodium_Na[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	PROtex	L-proline transport via diffusion (extracellular to periplasm)	<=> L-Proline_C5H9NO2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	PROt4pp	Na+/Proline-L symporter (periplasm)	Sodium_Na[e] + L-Proline_C5H9NO2[e] => Sodium_Na[c] + L-Proline_C5H9NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	ALAtex	L-alanine transport via diffusion (extracellular to periplasm)	<=> L-Alanine_C3H7NO2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	ALAt2pp	L-alanine transport in via proton symport (periplasm)	H+_[e] + L-Alanine_C3H7NO2[e] => H+_[c] + L-Alanine_C3H7NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	ALAt4pp	L-alanine transport in via sodium symport (periplasm)	Sodium_Na[e] + L-Alanine_C3H7NO2[e] => Sodium_Na[c] + L-Alanine_C3H7NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	SERtex	L-serine transport via diffusion (extracellular to periplasm)	<=> L-Serine_C3H7NO3[e]	NA	-1000	1000	0	NA	Exchange
iFap484	SERt4pp	L-serine via sodium symport (periplasm)	Sodium_Na[e] + L-Serine_C3H7NO3[e] => Sodium_Na[c] + L-Serine_C3H7NO3[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	TYRtex	L-tyrosine transport via diffusion (extracellular to periplasm)	<=> L-Tyrosine_C9H11NO3[e]	NA	-1000	1000	0	NA	Amino Acids Transporter
iFap484	TYRt4pp	L-tyrosine transport in via sodium symport (periplasm)	Sodium_Na[e] + L-Tyrosine_C9H11NO3[e] => Sodium_Na[c] + L-Tyrosine_C9H11NO3[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	GLNtex	L-glutamine transport via diffusion (extracellular to periplasm)	<=> L-Glutamine_C5H10N2O3[e]	NA	-1000	1000	0	NA	Exchange
iFap484	GLNabcpp	L-glutamine transport via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Glutamine_C5H10N2O3[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Glutamine_C5H10N2O3[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	CYStex	L-cysteine transport via diffusion (extracellular to periplasm)	<=> L-Cysteine_C3H7NO2S[e]	NA	-1000	1000	0	NA	Exchange
iFap484	CYSabcpp	L-cysteine uptake via ABC system (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Cysteine_C3H7NO2S[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Cysteine_C3H7NO2S[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	GLYtex	Glycine transport via diffusion (extracellular to periplasm)	<=> Glycine_C2H5NO2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	GLYt4pp	glycine transport in via sodium symport (periplasm)	Sodium_Na[e] + Glycine_C2H5NO2[e] => Sodium_Na[c] + Glycine_C2H5NO2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	TRPtex	L-Tryptophan transport via diffusion (extracellular to periplasm)	<=> L-Tryptophan_C11H12N2O2[e]	NA	-1000	1000	0	NA	Exchange
iFap484	TRPabcpp	L-Tryptophan transport in via sodium symport (periplasm)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Tryptophan_C11H12N2O2[e] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Tryptophan_C11H12N2O2[c]	NA	0	1000	0	NA	Amino Acids Transporter
iFap484	GLCptspp	D-glucose transport via PEP:Pyr PTS (periplasm)	D-Glucose_C6H12O6[e] + H+_[e] => H+_[c] + D-Glucose_C6H12O6[c]	NA	0	1000	0	NA	Glucose Transporter
iFap484	GLCabcpp	D-glucose transport via ABC system (periplasm)	D-Glucose_C6H12O6[e] + ATP_C10H16N5O13P3[c] + H2O_H2O[c] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + D-Glucose_C6H12O6[c]	NA	0	1000	0	NA	Glcucose Transporter
iFap484	PGI	glucose-6-phosphate isomerase	D-Glucose 6-phosphate_C6H13O9P[c] <=> D-Fructose 6-phosphate_C6H13O9P[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	PFK	phosphofructokinase	ATP_C10H16N5O13P3[c] + D-Fructose 6-phosphate_C6H13O9P[c] <=> ADP_C10H15N5O10P2[c] + H+_[c] + D-Fructose 1,6-bisphosphate_C6H14O12P2[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	FBP	fructose-bisphosphatase	H2O_H2O[c] + D-Fructose 1,6-bisphosphate_C6H14O12P2[c] => Phosphate_H3O4P[c] + D-Fructose 6-phosphate_C6H13O9P[c]	NA	0	1000	0	NA	Glycolysis
iFap484	FBA	fructose-bisphosphate aldolase	D-Fructose 1,6-bisphosphate_C6H14O12P2[c] <=> Dihydroxyacetone phosphate_C3H7O6P[c] + Glyceraldehyde 3-phosphate_C3H7O6P[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	TPI	triose-phosphate isomerase	Dihydroxyacetone phosphate_C3H7O6P[c] <=> Glyceraldehyde 3-phosphate_C3H7O6P[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	GAPD	glyceraldehyde-3-phosphate dehydrogenase	Phosphate_H3O4P[c] + Glyceraldehyde 3-phosphate_C3H7O6P[c] + NAD+_C21H27N7O14P2[c] <=> H+_[c] + 3-Phospho-D-glyceroyl phosphate_C3H8O10P2[c] + NADH_C21H29N7O14P2[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	PGK	phosphoglycerate kinase	ATP_C10H16N5O13P3[c] + 3-Phospho-D-glycerate_C3H7O7P[c] <=> ADP_C10H15N5O10P2[c] + 3-Phospho-D-glyceroyl phosphate_C3H8O10P2[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	PGM	phosphoglycerate mutase	D-Glycerate 2-phosphate_C3H7O7P[c] <=> 3-Phospho-D-glycerate_C3H7O7P[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	ENO	enolase	D-Glycerate 2-phosphate_C3H7O7P[c] <=> H2O_H2O[c] + Phosphoenolpyruvate_C3H5O6P[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	PYK	pyruvate kinase	ADP_C10H15N5O10P2[c] + H+_[c] + Phosphoenolpyruvate_C3H5O6P[c] => ATP_C10H16N5O13P3[c] + Pyruvate_C3H4O3[c]	NA	0	1000	0	NA	Glycolysis
iFap484	PGMT	phosphoglucomutase	D-Glucose 1-phosphate_C6H13O9P[c] <=> D-Glucose 6-phosphate_C6H13O9P[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	HEX12	hexokinase (D-glucose:ATP)	ATP_C10H16N5O13P3[c] + D-Glucose_C6H12O6[c] => ADP_C10H15N5O10P2[c] + H+_[c] + D-Glucose 6-phosphate_C6H13O9P[c]	NA	0	1000	0	NA	Glycolysis
iFap484	GLCP	glycogen phosphorylase	Phosphate_H3O4P[c] + glycogen_C6H10O5[c] <=> D-Glucose 1-phosphate_C6H13O9P[c]	NA	0	0	0	NA	Glycolysis
iFap484	GLCP2	glycogen phosphorylase	Phosphate_H3O4P[c] + branching glycogen_C6H10O5[c] => D-Glucose 1-phosphate_C6H13O9P[c]	NA	0	0	0	NA	Glycolysis
iFap484	GLBRAN2	1,4-alpha-glucan branching enzyme (glycogen to  bglycogen)	glycogen_C6H10O5[c] => branching glycogen_C6H10O5[c]	NA	0	0	0	NA	Glycolysis
iFap484	GLCS1	glycogen synthase (ADPGlc)	ADPglucose_C16H23N5O15P2[c] => ADP_C10H15N5O10P2[c] + H+_[c] + glycogen_C6H10O5[c]	NA	0	0	0	NA	Glycolysis
iFap484	GLGC	glucose-1-phosphate adenylyltransferase	ATP_C10H16N5O13P3[c] + H+_[c] + D-Glucose 1-phosphate_C6H13O9P[c] => ADPglucose_C16H23N5O15P2[c] + Diphosphate_H4O7P2[c]	NA	0	1000	0	NA	Glycolysis
iFap484	FLDR	flavodoxin reductase (NADPH)	H+_[c] + NADP+_C21H28N7O17P3[c] + 2 Reduced ferredoxin_X[c] <=> NADPH_C21H30N7O17P3[c] + 2 Oxidized ferredoxin_X[c]	NA	-1000	1000	0	NA	Glycolysis
iFap484	AB6PGH	Arbutin 6-phosphate glucohydrolase	H2O_H2O[c] + Arbutin 6-phosphate_C12H17O10P[c] => D-Glucose 6-phosphate_C6H13O9P[c] + Hydroquinone_C6H6O2[c]	NA	0	1000	0	NA	Glycolysis
iFap484	ACONTa	aconitase (half-reaction A, Citrate hydro-lyase)	Citrate_C6H8O7[c] <=> H2O_H2O[c] + cis-Aconitate_C6H6O6[c]	NA	-1000	1000	0	NA	TCA
iFap484	ACONTb	aconitase (half-reaction B, Isocitrate hydro-lyase)	H2O_H2O[c] + cis-Aconitate_C6H6O6[c] <=> Isocitrate_C6H8O7[c]	NA	-1000	1000	0	NA	TCA
iFap484	CS	citrate synthase	H2O_H2O[c] + Acetyl-CoA_C23H38N7O17P3S[c] + Oxaloacetate_C4H4O5[c] => H+_[c] + Citrate_C6H8O7[c] + Coenzyme A_C21H36N7O16P3S[c]	NA	0	1000	0	NA	TCA
iFap484	ICDHyr	isocitrate dehydrogenase (NADP)	NADP+_C21H28N7O17P3[c] + Isocitrate_C6H8O7[c] <=> CO2_CO2[c] + NADPH_C21H30N7O17P3[c] + 2-Oxoglutarate_C5H6O5[c]	NA	-1000	1000	0	NA	TCA
iFap484	FUM	fumarase	H2O_H2O[c] + Fumarate_C4H4O4[c] <=> L-Malate_C4H6O5[c]	NA	-1000	1000	0	NA	TCA
iFap484	SUCD1	succinate dehydrogenase	Succinate_C4H6O4[c] + NAD+_C21H27N7O14P2[c] <=> H+_[c] + NADH_C21H29N7O14P2[c] + Fumarate_C4H4O4[c]	NA	-1000	1000	0	NA	TCA
iFap484	FRD2	fumarate reductase	Fumarate_C4H4O4[c] + Menaquinol 8_C51H74O2[c] => Succinate_C4H6O4[c] + Menaquinone 8_C51H72O2[c]	NA	0	1000	0	NA	TCA
iFap484	FRD3	fumarate reductase	Fumarate_C4H4O4[c] + 2-Demethylmenaquinol 8_C50H72O2[c] => Succinate_C4H6O4[c] + 2-Demethylmenaquinone 8_C50H70O2[c]	NA	0	1000	0	NA	TCA
iFap484	SUCDi	succinate dehydrogenase (irreversible)	Succinate_C4H6O4[c] + Ubiquinone-8_C49H74O4[c] => Fumarate_C4H4O4[c] + Ubiquinol-8_C49H76O4[c]	NA	0	1000	0	NA	TCA
iFap484	ACKr	acetate kinase	ATP_C10H16N5O13P3[c] + Acetate_C2H4O2[c] <=> ADP_C10H15N5O10P2[c] + Acetyl phosphate_C2H5O5P[c]	NA	-1000	0	0	NA	Pyruvate
iFap484	OAADC	oxaloacetate decarboxylase	H+_[c] + Oxaloacetate_C4H4O5[c] => CO2_CO2[c] + Pyruvate_C3H4O3[c]	NA	0	1000	0	NA	Pyruvate
iFap484	PFL	pyruvate formate lyase	Pyruvate_C3H4O3[c] + Coenzyme A_C21H36N7O16P3S[c] => Formate_CH2O2[c] + Acetyl-CoA_C23H38N7O17P3S[c]	NA	0	1000	0	NA	Pyruvate
iFap484	PTAr	phosphotransacetylase	Phosphate_H3O4P[c] + Acetyl-CoA_C23H38N7O17P3S[c] <=> Coenzyme A_C21H36N7O16P3S[c] + Acetyl phosphate_C2H5O5P[c]	NA	-1000	1000	0	NA	Pyruvate
iFap484	ME1	malic enzyme (NAD)	NAD+_C21H27N7O14P2[c] + L-Malate_C4H6O5[c] => CO2_CO2[c] + Pyruvate_C3H4O3[c] + NADH_C21H29N7O14P2[c]	NA	0	1000	0	NA	Pyruvate
iFap484	PPCK	phosphoenolpyruvate carboxykinase	ATP_C10H16N5O13P3[c] + Oxaloacetate_C4H4O5[c] <=> ADP_C10H15N5O10P2[c] + CO2_CO2[c] + Phosphoenolpyruvate_C3H5O6P[c]	NA	-1000	1000	0	NA	Pyruvate
iFap484	RHEA_10759	pyruvate, phosphate dikinase	ATP_C10H16N5O13P3[c] + Phosphate_H3O4P[c] + Pyruvate_C3H4O3[c] => H+_[c] + Phosphoenolpyruvate_C3H5O6P[c] + Diphosphate_H4O7P2[c] + AMP_C10H14N5O7P[c]	NA	0	1000	0	NA	Pyruvate
iFap484	POX1	pyruvate oxidoreductase	Pyruvate_C3H4O3[c] + Oxidized ferredoxin_X[c] + Coenzyme A_C21H36N7O16P3S[c] <=> CO2_CO2[c] + Reduced ferredoxin_X[c] + Acetyl-CoA_C23H38N7O17P3S[c]	NA	-1000	1000	0	NA	Pyruvate
iFap484	LCARR	lacaldehyde reductase (R-propane-1,2-diol forming)	H+_[c] + NADH_C21H29N7O14P2[c] + D-Lactaldehyde_C3H6O2[c] <=> NAD+_C21H27N7O14P2[c] + (R)-Propane-1,2-diol_C3H8O2[c]	NA	-1000	1000	0	NA	Pyruvate
iFap484	MGSA	methylglyoxal synthase	Dihydroxyacetone phosphate_C3H7O6P[c] => Phosphate_H3O4P[c] + Methylglyoxal_C3H4O2[c]	NA	0	1000	0	NA	Pyruvate
iFap484	CODH2r	carbon monoxide dehydrogenase / acetyl-CoA synthase 2	H2O_H2O[c] + 2 Oxidized ferredoxin_X[c] + CO_CO[c] <=> 2 H+_[c] + CO2_CO2[c] + 2 Reduced ferredoxin_X[c]	NA	-1000	1000	0	NA	Pyruvate
iFap484	RPI	ribose-5-phosphate isomerase	alpha-D-Ribose 5-phosphate_C5H11O8P[c] <=> D-Ribulose 5-phosphate_C5H11O8P[c]	NA	-1000	1000	0	NA	PPP
iFap484	RPE	ribulose 5-phosphate 3-epimerase	D-Ribulose 5-phosphate_C5H11O8P[c] <=> D-Xylulose 5-phosphate_C5H11O8P[c]	NA	-1000	1000	0	NA	PPP
iFap484	TKT1	transketolase	alpha-D-Ribose 5-phosphate_C5H11O8P[c] + D-Xylulose 5-phosphate_C5H11O8P[c] <=> Glyceraldehyde 3-phosphate_C3H7O6P[c] + Sedoheptulose 7-phosphate_C7H15O10P[c]	NA	-1000	1000	0	NA	PPP
iFap484	TKT2	transketolase	D-Xylulose 5-phosphate_C5H11O8P[c] + D-Erythrose 4-phosphate_C4H9O7P[c] <=> D-Fructose 6-phosphate_C6H13O9P[c] + Glyceraldehyde 3-phosphate_C3H7O6P[c]	NA	-1000	1000	0	NA	PPP
iFap484	PPM	phosphopentomutase	alpha-D-Ribose 1-phosphate_C5H11O8P[c] <=> alpha-D-Ribose 5-phosphate_C5H11O8P[c]	NA	-1000	1000	0	NA	PPP
iFap484	PRPPS	phosphoribosylpyrophosphate synthetase	ATP_C10H16N5O13P3[c] + alpha-D-Ribose 5-phosphate_C5H11O8P[c] <=> H+_[c] + AMP_C10H14N5O7P[c] + 5-Phospho-alpha-D-ribose 1-diphosphate_C5H13O14P3[c]	NA	-1000	1000	0	NA	PPP
iFap484	R1PK	ribose 1-phosphokinase	ATP_C10H16N5O13P3[c] + alpha-D-Ribose 1-phosphate_C5H11O8P[c] => ADP_C10H15N5O10P2[c] + H+_[c] + D-Ribose 1,5-bisphosphate_C5H8O11P2[c]	NA	0	1000	0	NA	PPP
iFap484	DRPA	deoxyribose-phosphate aldolase	2-Deoxy-D-ribose 5-phosphate_C5H11O7P[c] => Glyceraldehyde 3-phosphate_C3H7O6P[c] + Acetaldehyde_C2H4O[c]	NA	0	1000	0	NA	PPP
iFap484	PPM2	phosphopentomutase 2 (deoxyribose)	2-Deoxy-D-ribose 1-phosphate_C5H11O7P[c] <=> 2-Deoxy-D-ribose 5-phosphate_C5H11O7P[c]	NA	-1000	1000	0	NA	PPP
iFap484	ASNN	L-asparaginase	H2O_H2O[c] + L-Asparagine_C4H8N2O3[c] => Ammonium_H3N[c] + L-Aspartate_C4H7NO4[c]	NA	0	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	ASNS1	asparagine synthase (glutamine-hydrolysing)	ATP_C10H16N5O13P3[c] + H2O_H2O[c] + L-Aspartate_C4H7NO4[c] + L-Glutamine_C5H10N2O3[c] => H+_[c] + L-Asparagine_C4H8N2O3[c] + Diphosphate_H4O7P2[c] + AMP_C10H14N5O7P[c] + L-Glutamate_C5H9NO4[c]	NA	0	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	ASNS2	asparagine synthetase	ATP_C10H16N5O13P3[c] + Ammonium_H3N[c] + L-Aspartate_C4H7NO4[c] => H+_[c] + L-Asparagine_C4H8N2O3[c] + Diphosphate_H4O7P2[c] + AMP_C10H14N5O7P[c]	NA	0	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	ASPTA	aspartate transaminase	2-Oxoglutarate_C5H6O5[c] + L-Aspartate_C4H7NO4[c] <=> Oxaloacetate_C4H4O5[c] + L-Glutamate_C5H9NO4[c]	NA	-1000	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	GLNS	glutamine synthetase	ATP_C10H16N5O13P3[c] + Ammonium_H3N[c] + L-Glutamate_C5H9NO4[c] => ADP_C10H15N5O10P2[c] + H+_[c] + Phosphate_H3O4P[c] + L-Glutamine_C5H10N2O3[c]	NA	0	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	GLUSy	glutamate synthase (NADPH)	H+_[c] + NADPH_C21H30N7O17P3[c] + 2-Oxoglutarate_C5H6O5[c] + L-Glutamine_C5H10N2O3[c] => NADP+_C21H28N7O17P3[c] + 2 L-Glutamate_C5H9NO4[c]	NA	0	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	GLUDy	glutamate dehydrogenase (NADP)	H2O_H2O[c] + NADP+_C21H28N7O17P3[c] + L-Glutamate_C5H9NO4[c] <=> H+_[c] + Ammonium_H3N[c] + NADPH_C21H30N7O17P3[c] + 2-Oxoglutarate_C5H6O5[c]	NA	-1000	1000	0	NA	Alanine and Aspartate and Glutamate
iFap484	RHEA_13756	Glutamate synthase [NADH]	NADH_C21H29N7O14P2[c] + 2-Oxoglutarate_C5H6O5[c] + L-Glutamine_C5H10N2O3[c] => NAD+_C21H27N7O14P2[c] + 2 L-Glutamate_C5H9NO4[c]	NA	0	1000	0	NA	Alanine and Aspartate and Glutamate
