model	abbreviation	officialName	equation	GENE ASSOCIATION	lowbnd	uppbnd	obj_coef	COMPARTMENT	SUBSYSTEM
iEre400	r323	H2S Transport	Hydrogen sulfide[2] => Hydrogen sulfide[5]	NA	0	1000	0	NA	Transport Reaction
iEre400	r324	ornithine transport via ABC system	ATP[5] + H2O[5] + Ornithine[2] => ADP[5] + Ornithine[5] + Phosphate[5]	EUBREC_0182	0	1000	0	NA	Transport Reaction
iEre400	r325	Hydrogen Trasnport	H2[5] => H2[2]	NA	0	1000	0	NA	Transport Reaction
iEre400	r429	CellobioseTransport	Cellobiose[5] => Cellobiose[2]	EUBREC_3689;EUBREC_3688	0	1000	0	NA	Transport Reaction
iEre400	r430	LactoseTransport	Lactose[2] => Lactose[5]	EUBREC_1075;EUBREC_1076;EUBREC_1383;EUBREC_1384	0	1000	0	NA	Transport Reaction
iEre400	r431	methyl-galactoside transport system permease protein	Methyl beta-D-galactoside[2] => Methyl beta-D-galactoside[5]	EUBREC_0477;EUBREC_0478;EUBREC_0479;EUBREC_0484	0	1000	0	NA	Transport Reaction
iEre400	r432	Galactoside Transport	beta-D-galactoside[2] => beta-D-galactoside[5]	EUBREC_2925	0	1000	0	NA	Transport Reaction
iEre400	r433	glcamine Transport	ATP[5] + H2O[5] + D-Glucosamine[2] => ADP[5] + D-Glucosamine 6-phosphate[5]	EUBREC_1452;EUBREC_1425	0	1000	0	NA	Transport Reaction
iEre400	r1	D-alanine-D-alanine ligase (reversible)	ADP[5] + D-Alanyl-D-alanine[5] + Phosphate[5] <=> 2 D-Alanine[5] + ATP[5]	EUBREC_2937;EUBREC_2678	-1000	1000	0	NA	Alanine and Aspartate Metabolism
iEre400	r2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	D-Alanyl-D-alanine[5] + ATP[5] + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate[5] => ADP[5] + Phosphate[5] + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine[5]	EUBREC_2936	0	1000	0	NA	Alanine and Aspartate Metabolism
iEre400	r3	L-aspartate:ammonia ligase (AMP-forming)	L-Aspartate[5] + ATP[5] + Ammonium[5] => AMP[5] + L-Asparagine[5] + Diphosphate[5]	EUBREC_0144	0	1000	0	NA	Alanine, aspartate and glutamate metabolism
iEre400	r4	L-Alanine:2-oxoglutarate aminotransferase	2-Oxoglutarate[5] + L-Alanine[5] <=> L-Glutamate[5] + Pyruvate[5]	EUBREC_1366	0	1000	0	NA	Alanine, aspartate and glutamate metabolism
iEre400	r5	L-Aspartate:2-oxoglutarate aminotransferase	2-Oxoglutarate[5] + L-Aspartate[5] <=> L-Glutamate[5] + Oxaloacetate[5]	EUBREC_0560	-1000	1000	0	NA	Alanine, aspartate and glutamate metabolism
iEre400	r6	argininosuccinate synthase, reversible	L-Aspartate[5] + ATP[5] + L-Citrulline[5] => AMP[5] + N(omega)-(L-Arginino)succinate[5] + Diphosphate[5]	EUBREC_1607	0	1000	0	NA	Alanine, aspartate and glutamate metabolism
iEre400	r7	L-alanine:NAD+ oxidoreductase	NADH[5] + Ammonium[5] + Pyruvate[5] => L-Alanine[5] + H2O[5] + NAD+[5]	EUBREC_1366	0	1000	0	NA	Alanine, aspartate and glutamate metabolism
iEre400	r8	phosphoglycerate dehydrogenase	3-Phospho-D-glycerate[5] + NAD+[5] => 3-Phosphohydroxypyruvate[5] + NADH[5]	EUBREC_1207;EUBREC_1874	0	1000	0	NA	Alternate Carbon Metabolism
iEre400	r9	acetylglutamate kinase	N-Acetyl-L-glutamate[5] + ATP[5] => N-Acetyl-L-glutamyl 5-phosphate[5] + ADP[5]	EUBREC_1610	0	1000	0	NA	Amino Acid Metabolism
iEre400	r10	acetylornithine transaminase	N-Acetyl-L-glutamate 5-semialdehyde[5] + L-Glutamate[5] <=> N2-Acetyl-L-ornithine[5] + 2-Oxoglutarate[5]	EUBREC_1611	-1000	1000	0	NA	Amino Acid Metabolism
iEre400	r11	aspartate-semialdehyde dehydrogenase	4-Phospho-L-aspartate[5] + NADPH[5] => L-Aspartate 4-semialdehyde[5] + NADP+[5] + Phosphate[5]	EUBREC_2152	0	1000	0	NA	Amino Acid Metabolism
iEre400	r12	asparagine synthase (glutamine-hydrolysing)	L-Aspartate[5] + ATP[5] + L-Glutamine[5] + H2O[5] => AMP[5] + L-Asparagine[5] + L-Glutamate[5] + Diphosphate[5]	EUBREC_1527	0	1000	0	NA	Amino Acid Metabolism
iEre400	r13	cysteine synthase	O-Acetyl-L-serine[5] + Hydrogen sulfide[5] => Acetate[5] + L-Cysteine[5]	EUBREC_0318;EUBREC_2477	0	1000	0	NA	Amino Acid Metabolism
iEre400	r14	homocysteine S-methyltransferase	S-Adenosyl-L-methionine[5] + L-Homocysteine[5] => S-Adenosyl-L-homocysteine[5] + L-Methionine[5]	EUBREC_1436;EUBREC_0156;EUBREC_0158;EUBREC_0163;EUBREC_0812	0	1000	0	NA	Amino Acid Metabolism
iEre400	r15	methylthioadenosine nucleosidase	5-Methylthioadenosine[5] + H2O[5] => 5-Methylthio-D-ribose[5] + Adenine[5]	EUBREC_2601	0	1000	0	NA	Amino Acid Metabolism
iEre400	r16	Sulfate adenyltransferase	ATP[5] + GTP[5] + H2O[5] + Sulfate[5] => Adenosine 5'-phosphosulfate[5] + GDP[5] + Phosphate[5] + Diphosphate[5]	EUBREC_0383	0	1000	0	NA	Amino Acid Metabolism
iEre400	r17	L-threonine deaminase	L-Threonine[5] => 2-Oxobutanoate[5] + Ammonium[5]	EUBREC_1503	0	1000	0	NA	Amino Acid Metabolism
iEre400	r18	UDP-N-acetylmuramoyl-L-alanine synthetase	L-Alanine[5] + ATP[5] + UDP-N-acetylmuramate[5] => ADP[5] + Phosphate[5] + UDP-N-acetylmuramoyl-L-alanine[5]	EUBREC_0450	0	1000	0	NA	Amino Acid Metabolism
iEre400	r19	pyrroline-5-carboxylate reductase	1-Pyrroline-5-carboxylate[5] + NADPH[5] => NADP+[5] + L-Proline[5]	EUBREC_1178	0	1000	0	NA	Amino Acid Metabolism
iEre400	r20	glutamine-fructose-6-phosphate transaminase	D-Fructose 6-phosphate[5] + L-Glutamine[5] => D-Glucosamine 6-phosphate[5] + L-Glutamate[5]	EUBREC_0825	0	1000	0	NA	Amino sugar and nucleotide sugar metabolism
iEre400	r21	phosphoglucomutase	D-Glucose 1-phosphate[5] <=> D-Glucose 6-phosphate[5]	EUBREC_2772	-1000	1000	0	NA	Amino sugar and nucleotide sugar metabolism
iEre400	r22	UDP-N-acetylglucosamine diphosphorylase	N-Acetyl-D-glucosamine 1-phosphate[5] + UTP[5] => Diphosphate[5] + UDP-N-acetyl-D-glucosamine[5]	EUBREC_2612;EUBREC_2147	0	1000	0	NA	Amino sugar and nucleotide sugar metabolism
iEre400	r23	Alanyl-tRNA synthetase	L-Alanine[5] + ATP[5] + tRNA(Ala)[5] => L-Alanyl-tRNA(Ala)[5] + AMP[5] + Diphosphate[5]	EUBREC_1836	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r24	Arginyl-tRNA synthetase	L-Arginine[5] + ATP[5] + tRNA(Arg)[5] => AMP[5] + L-Arginyl-tRNA(Arg)[5] + Diphosphate[5]	EUBREC_2239	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r25	Asparaginyl-tRNA synthetase	L-Asparagine[5] + ATP[5] + tRNA(Asn)[5] => AMP[5] + L-Asparaginyl-tRNA(Asn)[5] + Diphosphate[5]	EUBREC_1008	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r26	Aspartyl-tRNA synthetase	L-Aspartate[5] + ATP[5] + tRNA(Asp)[5] => AMP[5] + L-Aspartyl-tRNA(Asp)[5] + Diphosphate[5]	EUBREC_2920	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r27	Cysteinyl-tRNA synthetase	ATP[5] + L-Cysteine[5] + tRNA(Cys)[5] => AMP[5] + L-Cysteinyl-tRNA(Cys)[5] + Diphosphate[5]	EUBREC_1446	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r28	Glutamyl-tRNA synthetase	ATP[5] + L-Glutamate[5] + tRNA (Glu)[5] => AMP[5] + L-Glutamyl-tRNA(Glu)[5] + Diphosphate[5]	EUBREC_1822	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r29	Glycyl-tRNA synthetase	ATP[5] + Glycine[5] + tRNA(Gly)[5] => AMP[5] + Glycyl-tRNA(Gly)[5] + Diphosphate[5]	EUBREC_1868	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r30	Isoleucyl-tRNA synthetase	ATP[5] + L-Isoleucine[5] + tRNA(Ile)[5] => AMP[5] + L-Isoleucyl-tRNA(Ile)[5] + Diphosphate[5]	EUBREC_1053	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r31	Lysyl-tRNA synthetase	ATP[5] + L-Lysine[5] + tRNA(Lys)[5] => AMP[5] + L-Lysine-tRNA (Lys)[5] + Diphosphate[5]	EUBREC_0063	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r32	Methionyl-tRNA synthetase	ATP[5] + L-Methionine[5] + tRNA(Met)[5] => AMP[5] + L-Methionyl-tRNA (Met)[5] + Diphosphate[5]	EUBREC_3199	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r33	Seryl-tRNA synthetase	ATP[5] + L-Serine[5] + tRNA(Ser)[5] => AMP[5] + Diphosphate[5] + L-Seryl-tRNA(Ser)[5]	EUBREC_1120	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r34	Threonyl-tRNA synthetase	ATP[5] + L-Threonine[5] + tRNA(Thr)[5] => AMP[5] + Diphosphate[5] + L-Threonyl-tRNA(Thr)[5]	EUBREC_2259	0	1000	0	NA	Aminoacyl-tRNA biosynthesis
iEre400	r35	N-acetyl-D-mannosamine kinase	N-Acetyl-D-mannosamine[5] + ATP[5] => N-Acetyl-D-mannosamine 6-phosphate[5] + ADP[5]	EUBREC_0694	0	1000	0	NA	Aminosugar Metabolism
iEre400	r36	glucosamine-1-phosphate N-acetyltransferase	Acetyl-CoA[5] + D-Glucosamine 1-phosphate[5] => N-Acetyl-D-glucosamine 1-phosphate[5] + Coenzyme A[5]	EUBREC_2147	0	1000	0	NA	Aminosugar Metabolism
iEre400	r37	arginine decarboxylase	L-Arginine[5] => Agmatine[5] + CO2[5]	EUBREC_3277	0	1000	0	NA	Arginine and Proline Metabolism
iEre400	r38	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)	N(omega)-(L-Arginino)succinate[5] => L-Arginine[5] + Fumarate[5]	EUBREC_2153	0	1000	0	NA	Arginine and proline metabolism
iEre400	r39	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)	NADPH[5] + L-Glutamyl 5-phosphate[5] => L-Glutamate 5-semialdehyde[5] + NADP+[5] + Phosphate[5]	EUBREC_1651	0	1000	0	NA	Arginine and proline metabolism
iEre400	r40	ATP:L-glutamate 5-phosphotransferase	ATP[5] + L-Glutamate[5] => ADP[5] + L-Glutamyl 5-phosphate[5]	EUBREC_1648	0	1000	0	NA	Arginine and proline metabolism
iEre400	r41	Reaction non-enzymatic	L-Glutamate 5-semialdehyde[5] <=> 1-Pyrroline-5-carboxylate[5] + H2O[5]	NA	-1000	1000	0	NA	Arginine and proline metabolism
iEre400	r42	histidinol-phosphate transaminase	L-Glutamate[5] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[5] => 2-Oxoglutarate[5] + L-Histidinol phosphate[5]	EUBREC_1390	0	1000	0	NA	Arginine and proline metabolism
iEre400	r43	ornithine carbamoyltransferase	Carbamoyl phosphate[5] + Ornithine[5] => L-Citrulline[5] + Phosphate[5]	EUBREC_0057	0	1000	0	NA	Arginine and proline metabolism
iEre400	r44	Ornithine Decarboxylase	Ornithine[5] => CO2[5] + Putrescine[5]	EUBREC_3277	0	1000	0	NA	Arginine and proline metabolism
iEre400	r45	ornithine transaminase	2-Oxoglutarate[5] + Ornithine[5] => L-Glutamate 5-semialdehyde[5] + L-Glutamate[5]	EUBREC_0097	0	1000	0	NA	Arginine and proline metabolism
iEre400	r46	ornithine transacetylase	N2-Acetyl-L-ornithine[5] + L-Glutamate[5] <=> N-Acetyl-L-glutamate[5] + Ornithine[5]	EUBREC_1176	-1000	1000	0	NA	Arginine and proline metabolism
iEre400	r47	aspartate 1-decarboxylase	L-Aspartate[5] => beta-Alanine[5] + CO2[5]	EUBREC_2499	0	1000	0	NA	beta-Alanine metabolism
iEre400	r48	Biomass(Protein)	0.492 L-Alanine[5] + 0.268 L-Arginine[5] + 0.433 L-Asparagine[5] + 0.446 L-Aspartate[5] + 39.94 ATP[5] + 0.048 L-Cysteine[5] + 0.318 L-Glutamine[5] + 0.497 L-Glutamate[5] + 0.462 Glycine[5] + 0.178 L-Histidine[5] + 0.658 L-Isoleucine[5] + 0.699 L-Leucine[5] + 0.576 L-Lysine[5] + 0.202 L-Methionine[5] + 0.343 L-Phenylalanine[5] + 0.246 L-Proline[5] + 0.469 L-Serine[5] + 0.443 L-Threonine[5] + 0.057 L-Tryptophan[5] + 0.298 L-Tyrosine[5] + 0.514 L-Valine[5] => 39.94 ADP[5] + 39.94 Phosphate[5] + Protein[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r49	Biomass(DNA)	4.39 ATP[5] + 0.676 dATP[5] + 0.33 dCTP[5] + 0.33 dGTP[5] + 0.676 dTTP[5] => 4.39 ADP[5] + 4.39 Phosphate[5] + DNA[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r50	Biomass(RNA)	1.756 ATP[5] + 0.496 CTP[5] + 0.496 GTP[5] + 0.496 UTP[5] => 1.25 ADP[5] + 1.25 Phosphate[5] + RNA[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r51	Biomass(lipid)	0.4588 Phosphatidylglycerol[5] + 1,2-Dihexadecanoyl-sn-glycerol[5] + 0.0574 cardiolipin[5] => Lipid[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r52	Biomass(Cell wall)	0.363 Crosslinked peptideglycan[5] => Cellwall[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r53	Biomass(pool)	0.1161 L-Alanine[5] + 0.0288 L-Arginine[5] + 0.5959 L-Aspartate[5] + 0.0008 ATP[5] + 0.0086 L-Glutamine[5] + 0.5256 L-Glutamate[5] + 0.0398 Glycine[5] + 0.0169 L-Histidine[5] + 0.0481 L-Isoleucine[5] + 0.0222 L-Leucine[5] + 0.0405 L-Lysine[5] + 0.0222 L-Methionine[5] + 0.0043 L-Phenylalanine[5] + 0.9947 Phosphate[5] + 0.1293 L-Proline[5] + 0.0756 L-Serine[5] + 0.0156 L-Threonine[5] + 0.0017 L-Tryptophan[5] + 0.0162 L-Valine[5] => Pool[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r54	Biomass and Maintenance	ATP[5] + H2O[5] => ADP[5] + Phosphate[5]	EUBREC_1489;EUBREC_1490	0	1000	0	NA	Biomass synthesis
iEre400	r55	Biomass and Maintenance	20 ATP[5] + 20 H2O[5] + 0.4 Protein[5] + 0.031 DNA[5] + 0.12 RNA[5] + 0.07 Lipid[5] + 0.24 Cellwall[5] + 0.14 Pool[5] => 20 ADP[5] + 20 Phosphate[5] + Biomassere[5]	NA	0	1000	0	NA	Biomass synthesis
iEre400	r56	Butanoyl-CoA:NAD+ trans-2-oxidoreductase	Butanoyl-CoA[5] + Reduced ferredoxin[5] + 2 NAD+[5] <=> Crotonoyl-CoA[5] + Oxidized ferredoxin[5] + 2 NADH[5]	EUBREC_0735	-1000	1000	0	NA	Butanoate metabolism
iEre400	r57	Butanoyl-CoA:acetate CoA-transferase	Acetate[5] + Butanoyl-CoA[5] => Acetyl-CoA[5] + Butyrate[5]	NA	0	1000	0	NA	Butanoate metabolism
iEre400	r58	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	(S)-3-Hydroxybutanoyl-CoA[5] <=> Crotonoyl-CoA[5] + H2O[5]	EUBREC_1017	-1000	1000	0	NA	Butanoate metabolism
iEre400	r59	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	(S)-3-Hydroxybutanoyl-CoA[5] + NAD+[5] <=> Acetoacetyl-CoA[5] + NADH[5]	EUBREC_0734	-1000	1000	0	NA	Butanoate metabolism
iEre400	r60	N-acetylglucosamine-6-phosphate deacetylase (reversible)	Acetate[5] + D-Glucosamine 6-phosphate[5] <=> N-Acetyl-D-glucosamine 6-phosphate[5] + H2O[5]	EUBREC_2926	-1000	1000	0	NA	Carbohydrate Metabolism
iEre400	r61	glucosamine-6-phosphate deaminase	D-Glucosamine 6-phosphate[5] + H2O[5] => D-Fructose 6-phosphate[5] + Ammonium[5]	EUBREC_2927;EUBREC_3268	0	1000	0	NA	Carbohydrate Metabolism
iEre400	r62	trehalose-6-phosphate hydrolase	H2O[5] + alpha,alpha'-Trehalose 6-phosphate[5] => D-Glucose 6-phosphate[5] + D-Glucose[5]	EUBREC_0892	0	1000	0	NA	Carbohydrate Metabolism
iEre400	r63	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Phosphoenolpyruvate[5] + UDP-N-acetyl-D-glucosamine[5] => Phosphate[5] + UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine[5]	EUBREC_0461	0	1000	0	NA	Carbohydrate Metabolism
iEre400	r64	undecaprenol kinase (reversible)	ADP[5] + Undecaprenyl phosphate[5] <=> ATP[5] + Undecaprenol[5]	EUBREC_1850	0	1000	0	NA	Carbohydrate Metabolism
iEre400	r65	Acetyl-CoA ACP transacylase	Acetyl-ACP[5] + Coenzyme A[5] <=> acyl carrier protein[5] + Acetyl-CoA[5]	EUBREC_3140	-1000	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r66	ADP-D-glycero-D-manno-heptose epimerase	ADP-D-glycero-D-manno-heptose[5] => ADP-L-glycero-D-manno-heptose[5]	EUBREC_1949	0	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r67	beta-ketoacyl-ACP synthase	Acetyl-ACP[5] + Malonyl-[acyl-carrier protein][5] => acyl carrier protein[5] + Acetoacetyl-ACP[5] + CO2[5]	EUBREC_3140:EUBREC_3144	0	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r68	beta-ketoacyl-ACP synthase (2)	Acetyl-CoA[5] + Malonyl-[acyl-carrier protein][5] => Acetoacetyl-ACP[5] + CO2[5] + Coenzyme A[5]	EUBREC_3140:EUBREC_3144	0	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r69	Malonyl-ACP decarboxylase	Malonyl-[acyl-carrier protein][5] => Acetyl-ACP[5] + CO2[5]	EUBREC_3144	0	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r70	phosphoglucosamine mutase	D-Glucosamine 1-phosphate[5] <=> D-Glucosamine 6-phosphate[5]	EUBREC_2772	-1000	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r71	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	UDP-N-acetyl-D-glucosamine[5] + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine[5] => Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala[5] + UDP[5]	EUBREC_0054	0	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r72	UDP-N-acetylenolpyruvoylglucosamine reductase	NADPH[5] + UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine[5] => NADP+[5] + UDP-N-acetylmuramate[5]	EUBREC_0696	0	1000	0	NA	Cell Envelope Biosynthesis
iEre400	r73	ATP synthase (four protons for one ATP)	ADP[5] + Phosphate[5] <=> ATP[5] + H2O[5]	EUBREC_0120:EUBREC_0125:EUBREC_0121:EUBREC_0124:EUBREC_0123:EUBREC_0118:EUBREC_0122	0	0	0	NA	Central Metabolism
iEre400	r74	Succinate:CoA ligase (ADP-forming)	ATP[5] + Coenzyme A[5] + Succinate[5] <=> ADP[5] + Phosphate[5] + Succinyl-CoA[5]	NA	-1000	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r75	(S)-malate hydro-lyase (fumarate-forming)	Fumarate[5] + H2O[5] => L-Malate[5]	EUBREC_0009;EUBREC_0007	0	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r76	(S)-malate:NAD+ oxidoreductase	L-Malate[5] + NAD+[5] <=> NADH[5] + Oxaloacetate[5]	EUBREC_1483	-1000	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r77	pyruvate dehydrogenase	Coenzyme A[5] + NAD+[5] + Pyruvate[5] => Acetyl-CoA[5] + CO2[5] + NADH[5]	EUBREC_0332	0	0	0	NA	Citrate cycle (TCA cycle)
iEre400	r78	pyruvate:ferredoxin 2-oxidoreductase	Coenzyme A[5] + Oxidized ferredoxin[5] + Pyruvate[5] <=> Acetyl-CoA[5] + CO2[5] + Reduced ferredoxin[5]	EUBREC_1472	-1000	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r79	citrate hydroxymutase	Citrate[5] <=> Isocitrate[5]	EUBREC_0024	-1000	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r80	2-oxoglutarate synthase (rev)	CO2[5] + Reduced ferredoxin[5] + Succinyl-CoA[5] <=> 2-Oxoglutarate[5] + Coenzyme A[5] + Oxidized ferredoxin[5]	EUBREC_1472	0	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r81	pyruvate:carbon-dioxide ligase (ADP-forming)	ATP[5] + CO2[5] + H2O[5] + Pyruvate[5] => ADP[5] + Oxaloacetate[5] + Phosphate[5]	EUBREC_1628	0	1000	0	NA	Citrate cycle (TCA cycle)
iEre400	r82	isocitrate:NAD+ oxidoreductase	NAD+[5] + Isocitrate[5] => 2-Oxoglutarate[5] + CO2[5] + NADH[5]	EUBREC_1968	0	0	0	NA	Citrate cycle (TCA cycle)
iEre400	r83	phosphoenolpyruvate carboxylase	CO2[5] + H2O[5] + Phosphoenolpyruvate[5] => Oxaloacetate[5] + Phosphate[5]	NA	0	0	0	NA	Citrate cycle (TCA cycle)
iEre400	r84	citrate synthase	Acetyl-CoA[5] + H2O[5] + Oxaloacetate[5] => Citrate[5] + Coenzyme A[5]	EUBREC_3489:EUBREC_1175	0	1000	0	NA	Citric Acid Cycle
iEre400	r85	Isocitrate:NADP+ oxidoreductase (decarboxylating)	NADP+[5] + Isocitrate[5] => 2-Oxoglutarate[5] + CO2[5] + NADPH[5]	EUBREC_1968	0	1000	0	NA	Citric Acid Cycle
iEre400	r86	succinate dehydrogenase	Flavin adenine dinucleotide oxidized[5] + Succinate[5] <=> Flavin adenine dinucleotide reduced[5] + Fumarate[5]	ERE_07500	-1000	1000	0	NA	Citric Acid Cycle
iEre400	r87	phosphoenolpyruvate carboxykinase	ATP[5] + Oxaloacetate[5] <=> ADP[5] + CO2[5] + Phosphoenolpyruvate[5]	EUBREC_2002	0	0	0	NA	Citric Acid Cycle
iEre400	r88	3,4-Dihydroxy-2-butanone-4-phosphate synthase	D-Ribulose 5-phosphate[5] => 3,4-dihydroxy-2-butanone 4-phosphate[5] + Formate[5]	EUBREC_3130	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iEre400	r89	dephospho-CoA kinase	ATP[5] + Dephospho-CoA[5] => ADP[5] + Coenzyme A[5]	EUBREC_1561	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iEre400	r90	phosphopantothenoylcysteine decarboxylase	N-((R)-4-Phosphopantothenoyl)-L-cysteine[5] => CO2[5] + Pantetheine 4'-phosphate[5]	EUBREC_0828	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
